num_ipaddr,healthtime,machineclass
10298,2012-02-03 21:45:00,web
15012,2012-02-03 21:45:00,office
6626,2012-02-03 21:45:00,loan
6620,2012-02-03 21:45:00,teller
4955,2012-02-03 22:00:00,atm
17648,2012-02-03 22:00:00,multiple
1857,2012-02-03 22:00:00,compute
8196,2012-02-03 22:00:00,file server
3970,2012-02-03 22:00:00,email
10292,2012-02-03 22:00:00,web
15011,2012-02-03 22:00:00,office
6622,2012-02-03 22:00:00,loan
6622,2012-02-03 22:00:00,teller
4954,2012-02-03 22:15:00,atm
17650,2012-02-03 22:15:00,multiple
1855,2012-02-03 22:15:00,compute
8196,2012-02-03 22:15:00,file server
3971,2012-02-03 22:15:00,email
10299,2012-02-03 22:15:00,web
15005,2012-02-03 22:15:00,office
6624,2012-02-03 22:15:00,loan
6623,2012-02-03 22:15:00,teller
4954,2012-02-03 22:30:00,atm
17651,2012-02-03 22:30:00,multiple
1860,2012-02-03 22:30:00,compute
8186,2012-02-03 22:30:00,file server
3969,2012-02-03 22:30:00,email
10303,2012-02-03 22:30:00,web
15002,2012-02-03 22:30:00,office
6619,2012-02-03 22:30:00,loan
6624,2012-02-03 22:30:00,teller
4956,2012-02-03 22:45:00,atm
17658,2012-02-03 22:45:00,multiple
1859,2012-02-03 22:45:00,compute
8186,2012-02-03 22:45:00,file server
3973,2012-02-03 22:45:00,email
10301,2012-02-03 22:45:00,web
15006,2012-02-03 22:45:00,office
6622,2012-02-03 22:45:00,loan
6622,2012-02-03 22:45:00,teller
4957,2012-02-03 23:00:00,atm
17654,2012-02-03 23:00:00,multiple
1857,2012-02-03 23:00:00,compute
8192,2012-02-03 23:00:00,file server
3972,2012-02-03 23:00:00,email
10307,2012-02-03 23:00:00,web
9010,2012-02-03 23:00:00,office
4062,2012-02-03 23:00:00,loan
4000,2012-02-03 23:00:00,teller
4956,2012-02-03 23:15:00,atm
17655,2012-02-03 23:15:00,multiple
1859,2012-02-03 23:15:00,compute
8197,2012-02-03 23:15:00,file server
3968,2012-02-03 23:15:00,email
10310,2012-02-03 23:15:00,web
9011,2012-02-03 23:15:00,office
4068,2012-02-03 23:15:00,loan
3998,2012-02-03 23:15:00,teller
4957,2012-02-03 23:30:00,atm
17641,2012-02-03 23:30:00,multiple
1860,2012-02-03 23:30:00,compute
8196,2012-02-03 23:30:00,file server
3967,2012-02-03 23:30:00,email
10304,2012-02-03 23:30:00,web
9002,2012-02-03 23:30:00,office
4067,2012-02-03 23:30:00,loan
3998,2012-02-03 23:30:00,teller
4959,2012-02-03 23:45:00,atm
17642,2012-02-03 23:45:00,multiple
1860,2012-02-03 23:45:00,compute
8195,2012-02-03 23:45:00,file server
3964,2012-02-03 23:45:00,email
10304,2012-02-03 23:45:00,web
9006,2012-02-03 23:45:00,office
4066,2012-02-03 23:45:00,loan
4002,2012-02-03 23:45:00,teller
4959,2012-02-04 00:00:00,atm
17640,2012-02-04 00:00:00,multiple
1860,2012-02-04 00:00:00,compute
8197,2012-02-04 00:00:00,file server
3965,2012-02-04 00:00:00,email
10300,2012-02-04 00:00:00,web
9005,2012-02-04 00:00:00,office
4067,2012-02-04 00:00:00,loan
4003,2012-02-04 00:00:00,teller
4959,2012-02-04 00:15:00,atm
17644,2012-02-04 00:15:00,multiple
1856,2012-02-04 00:15:00,compute
8195,2012-02-04 00:15:00,file server
3970,2012-02-04 00:15:00,email
10302,2012-02-04 00:15:00,web
9000,2012-02-04 00:15:00,office
4071,2012-02-04 00:15:00,loan
4001,2012-02-04 00:15:00,teller
4956,2012-02-04 00:30:00,atm
17639,2012-02-04 00:30:00,multiple
1860,2012-02-04 00:30:00,compute
8191,2012-02-04 00:30:00,file server
3971,2012-02-04 00:30:00,email
