num_ipaddr,healthtime,machineclass
19581,2012-02-03 03:45:00,web
10983,2012-02-03 03:45:00,office
4810,2012-02-03 03:45:00,loan
4847,2012-02-03 03:45:00,teller
6038,2012-02-03 04:00:00,atm
37051,2012-02-03 04:00:00,multiple
68470,2012-02-03 04:00:00,compute
33326,2012-02-03 04:00:00,file server
9458,2012-02-03 04:00:00,email
19586,2012-02-03 04:00:00,web
10975,2012-02-03 04:00:00,office
4810,2012-02-03 04:00:00,loan
4851,2012-02-03 04:00:00,teller
6039,2012-02-03 04:15:00,atm
37042,2012-02-03 04:15:00,multiple
68480,2012-02-03 04:15:00,compute
33326,2012-02-03 04:15:00,file server
9459,2012-02-03 04:15:00,email
19591,2012-02-03 04:15:00,web
10967,2012-02-03 04:15:00,office
4812,2012-02-03 04:15:00,loan
4848,2012-02-03 04:15:00,teller
6041,2012-02-03 04:30:00,atm
37047,2012-02-03 04:30:00,multiple
68460,2012-02-03 04:30:00,compute
33336,2012-02-03 04:30:00,file server
9455,2012-02-03 04:30:00,email
19590,2012-02-03 04:30:00,web
10977,2012-02-03 04:30:00,office
4807,2012-02-03 04:30:00,loan
4842,2012-02-03 04:30:00,teller
6039,2012-02-03 04:45:00,atm
37065,2012-02-03 04:45:00,multiple
68463,2012-02-03 04:45:00,compute
33320,2012-02-03 04:45:00,file server
9459,2012-02-03 04:45:00,email
19590,2012-02-03 04:45:00,web
10973,2012-02-03 04:45:00,office
4806,2012-02-03 04:45:00,loan
4838,2012-02-03 04:45:00,teller
6042,2012-02-03 05:00:00,atm
37058,2012-02-03 05:00:00,multiple
68455,2012-02-03 05:00:00,compute
33319,2012-02-03 05:00:00,file server
9459,2012-02-03 05:00:00,email
19589,2012-02-03 05:00:00,web
10965,2012-02-03 05:00:00,office
4813,2012-02-03 05:00:00,loan
4837,2012-02-03 05:00:00,teller
6040,2012-02-03 05:15:00,atm
37060,2012-02-03 05:15:00,multiple
68465,2012-02-03 05:15:00,compute
33326,2012-02-03 05:15:00,file server
9462,2012-02-03 05:15:00,email
19582,2012-02-03 05:15:00,web
10965,2012-02-03 05:15:00,office
4814,2012-02-03 05:15:00,loan
4846,2012-02-03 05:15:00,teller
6042,2012-02-03 05:30:00,atm
37055,2012-02-03 05:30:00,multiple
68478,2012-02-03 05:30:00,compute
33327,2012-02-03 05:30:00,file server
9465,2012-02-03 05:30:00,email
19589,2012-02-03 05:30:00,web
10972,2012-02-03 05:30:00,office
4811,2012-02-03 05:30:00,loan
4845,2012-02-03 05:30:00,teller
6040,2012-02-03 05:45:00,atm
37067,2012-02-03 05:45:00,multiple
68487,2012-02-03 05:45:00,compute
33326,2012-02-03 05:45:00,file server
9456,2012-02-03 05:45:00,email
19586,2012-02-03 05:45:00,web
10977,2012-02-03 05:45:00,office
4812,2012-02-03 05:45:00,loan
4842,2012-02-03 05:45:00,teller
6039,2012-02-03 06:00:00,atm
37066,2012-02-03 06:00:00,multiple
68498,2012-02-03 06:00:00,compute
33315,2012-02-03 06:00:00,file server
9448,2012-02-03 06:00:00,email
19584,2012-02-03 06:00:00,web
10977,2012-02-03 06:00:00,office
4811,2012-02-03 06:00:00,loan
4837,2012-02-03 06:00:00,teller
6039,2012-02-03 06:15:00,atm
37056,2012-02-03 06:15:00,multiple
68497,2012-02-03 06:15:00,compute
33317,2012-02-03 06:15:00,file server
9447,2012-02-03 06:15:00,email
19583,2012-02-03 06:15:00,web
10974,2012-02-03 06:15:00,office
4811,2012-02-03 06:15:00,loan
4841,2012-02-03 06:15:00,teller
6039,2012-02-03 06:30:00,atm
37047,2012-02-03 06:30:00,multiple
68487,2012-02-03 06:30:00,compute
33325,2012-02-03 06:30:00,file server
9451,2012-02-03 06:30:00,email
19584,2012-02-03 06:30:00,web
10981,2012-02-03 06:30:00,office
4810,2012-02-03 06:30:00,loan
4843,2012-02-03 06:30:00,teller
6038,2012-02-03 06:45:00,atm
37058,2012-02-03 06:45:00,multiple
68495,2012-02-03 06:45:00,compute
33308,2012-02-03 06:45:00,file server
9450,2012-02-03 06:45:00,email
19588,2012-02-03 06:45:00,web
10977,2012-02-03 06:45:00,office
4807,2012-02-03 06:45:00,loan
4838,2012-02-03 06:45:00,teller
6035,2012-02-03 18:00:00,atm
37051,2012-02-03 18:00:00,multiple
68470,2012-02-03 18:00:00,compute
33309,2012-02-03 18:00:00,file server
9450,2012-02-03 18:00:00,email
19568,2012-02-03 18:00:00,web
18448,2012-02-03 18:00:00,office
8087,2012-02-03 18:00:00,loan
8076,2012-02-03 18:00:00,teller
6037,2012-02-03 18:15:00,atm
37042,2012-02-03 18:15:00,multiple
68482,2012-02-03 18:15:00,compute
33297,2012-02-03 18:15:00,file server
9446,2012-02-03 18:15:00,email
19571,2012-02-03 18:15:00,web
18451,2012-02-03 18:15:00,office
8095,2012-02-03 18:15:00,loan
8087,2012-02-03 18:15:00,teller
6036,2012-02-03 18:30:00,atm
37056,2012-02-03 18:30:00,multiple
68490,2012-02-03 18:30:00,compute
33305,2012-02-03 18:30:00,file server
9440,2012-02-03 18:30:00,email
19579,2012-02-03 18:30:00,web
18455,2012-02-03 18:30:00,office
8099,2012-02-03 18:30:00,loan
8089,2012-02-03 18:30:00,teller
6038,2012-02-03 18:45:00,atm
37065,2012-02-03 18:45:00,multiple
68480,2012-02-03 18:45:00,compute
33317,2012-02-03 18:45:00,file server
9443,2012-02-03 18:45:00,email
19584,2012-02-03 18:45:00,web
18450,2012-02-03 18:45:00,office
8100,2012-02-03 18:45:00,loan
8078,2012-02-03 18:45:00,teller
6038,2012-02-03 19:00:00,atm
37063,2012-02-03 19:00:00,multiple
68491,2012-02-03 19:00:00,compute
33318,2012-02-03 19:00:00,file server
9445,2012-02-03 19:00:00,email
19584,2012-02-03 19:00:00,web
18453,2012-02-03 19:00:00,office
8099,2012-02-03 19:00:00,loan
8073,2012-02-03 19:00:00,teller
6040,2012-02-03 19:15:00,atm
37060,2012-02-03 19:15:00,multiple
68487,2012-02-03 19:15:00,compute
33327,2012-02-03 19:15:00,file server
9453,2012-02-03 19:15:00,email
19584,2012-02-03 19:15:00,web
18452,2012-02-03 19:15:00,office
8093,2012-02-03 19:15:00,loan
8081,2012-02-03 19:15:00,teller
6042,2012-02-03 19:30:00,atm
37048,2012-02-03 19:30:00,multiple
68487,2012-02-03 19:30:00,compute
33324,2012-02-03 19:30:00,file server
9456,2012-02-03 19:30:00,email
19584,2012-02-03 19:30:00,web
18452,2012-02-03 19:30:00,office
8082,2012-02-03 19:30:00,loan
8080,2012-02-03 19:30:00,teller
6041,2012-02-03 19:45:00,atm
37060,2012-02-03 19:45:00,multiple
68481,2012-02-03 19:45:00,compute
33333,2012-02-03 19:45:00,file server
9454,2012-02-03 19:45:00,email
19593,2012-02-03 19:45:00,web
18437,2012-02-03 19:45:00,office
8084,2012-02-03 19:45:00,loan
8086,2012-02-03 19:45:00,teller
6039,2012-02-03 20:00:00,atm
37069,2012-02-03 20:00:00,multiple
68486,2012-02-03 20:00:00,compute
33333,2012-02-03 20:00:00,file server
9455,2012-02-03 20:00:00,email
19600,2012-02-03 20:00:00,web
18432,2012-02-03 20:00:00,office
8079,2012-02-03 20:00:00,loan
8093,2012-02-03 20:00:00,teller
6041,2012-02-03 20:15:00,atm
37060,2012-02-03 20:15:00,multiple
68485,2012-02-03 20:15:00,compute
33327,2012-02-03 20:15:00,file server
9456,2012-02-03 20:15:00,email
19601,2012-02-03 20:15:00,web
18429,2012-02-03 20:15:00,office
8084,2012-02-03 20:15:00,loan
8086,2012-02-03 20:15:00,teller
6042,2012-02-03 20:30:00,atm
37049,2012-02-03 20:30:00,multiple
68473,2012-02-03 20:30:00,compute
33325,2012-02-03 20:30:00,file server
9448,2012-02-03 20:30:00,email
19598,2012-02-03 20:30:00,web
18436,2012-02-03 20:30:00,office
8091,2012-02-03 20:30:00,loan
8090,2012-02-03 20:30:00,teller
6039,2012-02-03 20:45:00,atm
37041,2012-02-03 20:45:00,multiple
68468,2012-02-03 20:45:00,compute
33310,2012-02-03 20:45:00,file server
9446,2012-02-03 20:45:00,email
19589,2012-02-03 20:45:00,web
18453,2012-02-03 20:45:00,office
8082,2012-02-03 20:45:00,loan
8093,2012-02-03 20:45:00,teller
6038,2012-02-03 21:00:00,atm
37047,2012-02-03 21:00:00,multiple
68465,2012-02-03 21:00:00,compute
33316,2012-02-03 21:00:00,file server
9448,2012-02-03 21:00:00,email
19585,2012-02-03 21:00:00,web
18457,2012-02-03 21:00:00,office
8087,2012-02-03 21:00:00,loan
8087,2012-02-03 21:00:00,teller
6037,2012-02-03 21:15:00,atm
37060,2012-02-03 21:15:00,multiple
68494,2012-02-03 21:15:00,compute
33312,2012-02-03 21:15:00,file server
9452,2012-02-03 21:15:00,email
19587,2012-02-03 21:15:00,web
18467,2012-02-03 21:15:00,office
8094,2012-02-03 21:15:00,loan
8087,2012-02-03 21:15:00,teller
6037,2012-02-03 21:30:00,atm
37058,2012-02-03 21:30:00,multiple
68508,2012-02-03 21:30:00,compute
33311,2012-02-03 21:30:00,file server
9455,2012-02-03 21:30:00,email
19591,2012-02-03 21:30:00,web
18459,2012-02-03 21:30:00,office
8091,2012-02-03 21:30:00,loan
8085,2012-02-03 21:30:00,teller
6039,2012-02-03 21:45:00,atm
37049,2012-02-03 21:45:00,multiple
68513,2012-02-03 21:45:00,compute
33312,2012-02-03 21:45:00,file server
9455,2012-02-03 21:45:00,email
19589,2012-02-03 21:45:00,web
18445,2012-02-03 21:45:00,office
8098,2012-02-03 21:45:00,loan
8084,2012-02-03 21:45:00,teller
6040,2012-02-03 22:00:00,atm
37049,2012-02-03 22:00:00,multiple
68504,2012-02-03 22:00:00,compute
33321,2012-02-03 22:00:00,file server
9452,2012-02-03 22:00:00,email
19589,2012-02-03 22:00:00,web
18440,2012-02-03 22:00:00,office
8095,2012-02-03 22:00:00,loan
8091,2012-02-03 22:00:00,teller
6040,2012-02-03 22:15:00,atm
37056,2012-02-03 22:15:00,multiple
68484,2012-02-03 22:15:00,compute
33323,2012-02-03 22:15:00,file server
9453,2012-02-03 22:15:00,email
19580,2012-02-03 22:15:00,web
18452,2012-02-03 22:15:00,office
8089,2012-02-03 22:15:00,loan
8088,2012-02-03 22:15:00,teller
6040,2012-02-03 22:30:00,atm
37059,2012-02-03 22:30:00,multiple
68478,2012-02-03 22:30:00,compute
33322,2012-02-03 22:30:00,file server
9454,2012-02-03 22:30:00,email
19587,2012-02-03 22:30:00,web
18441,2012-02-03 22:30:00,office
8081,2012-02-03 22:30:00,loan
8086,2012-02-03 22:30:00,teller
6040,2012-02-03 22:45:00,atm
37059,2012-02-03 22:45:00,multiple
68480,2012-02-03 22:45:00,compute
33326,2012-02-03 22:45:00,file server
9452,2012-02-03 22:45:00,email
19588,2012-02-03 22:45:00,web
18434,2012-02-03 22:45:00,office
8081,2012-02-03 22:45:00,loan
8092,2012-02-03 22:45:00,teller
6040,2012-02-03 23:00:00,atm
37061,2012-02-03 23:00:00,multiple
68476,2012-02-03 23:00:00,compute
33329,2012-02-03 23:00:00,file server
9456,2012-02-03 23:00:00,email
19589,2012-02-03 23:00:00,web
18433,2012-02-03 23:00:00,office
8090,2012-02-03 23:00:00,loan
8095,2012-02-03 23:00:00,teller
6038,2012-02-03 23:15:00,atm
37057,2012-02-03 23:15:00,multiple
68483,2012-02-03 23:15:00,compute
33326,2012-02-03 23:15:00,file server
9456,2012-02-03 23:15:00,email
19585,2012-02-03 23:15:00,web
18428,2012-02-03 23:15:00,office
8089,2012-02-03 23:15:00,loan
8082,2012-02-03 23:15:00,teller
6037,2012-02-03 23:30:00,atm
37064,2012-02-03 23:30:00,multiple
68472,2012-02-03 23:30:00,compute
33313,2012-02-03 23:30:00,file server
9453,2012-02-03 23:30:00,email
19588,2012-02-03 23:30:00,web
18435,2012-02-03 23:30:00,office
8083,2012-02-03 23:30:00,loan
8086,2012-02-03 23:30:00,teller
6036,2012-02-03 23:45:00,atm
37071,2012-02-03 23:45:00,multiple
68473,2012-02-03 23:45:00,compute
33326,2012-02-03 23:45:00,file server
9454,2012-02-03 23:45:00,email
19589,2012-02-03 23:45:00,web
18438,2012-02-03 23:45:00,office
8086,2012-02-03 23:45:00,loan
8086,2012-02-03 23:45:00,teller
6038,2012-02-04 00:00:00,atm
37063,2012-02-04 00:00:00,multiple
68463,2012-02-04 00:00:00,compute
33318,2012-02-04 00:00:00,file server
9452,2012-02-04 00:00:00,email
19587,2012-02-04 00:00:00,web
10964,2012-02-04 00:00:00,office
4811,2012-02-04 00:00:00,loan
4841,2012-02-04 00:00:00,teller
6039,2012-02-04 00:15:00,atm
37040,2012-02-04 00:15:00,multiple
68450,2012-02-04 00:15:00,compute
33309,2012-02-04 00:15:00,file server
9449,2012-02-04 00:15:00,email
19589,2012-02-04 00:15:00,web
10960,2012-02-04 00:15:00,office
4803,2012-02-04 00:15:00,loan
4837,2012-02-04 00:15:00,teller
6038,2012-02-04 00:30:00,atm
37034,2012-02-04 00:30:00,multiple
68454,2012-02-04 00:30:00,compute
33314,2012-02-04 00:30:00,file server
9448,2012-02-04 00:30:00,email
