num_ips,healthtime,longitude,latitude,machinefunction,policystatus
1,2012-02-03 21:00:00,-149.42609,25.293894,web,5
1,2012-02-03 21:00:00,-149.38847,21.770712,teller,5
1,2012-02-03 21:00:00,-149.35133,0.7073966,atm,5
1,2012-02-03 21:00:00,-149.33958,5.529762,multiple,5
1,2012-02-03 21:00:00,-149.33702,13.260908,atm,5
1,2012-02-03 21:00:00,-149.29707,12.857144,office,5
1,2012-02-03 21:00:00,-149.21777,5.640706,atm,5
1,2012-02-03 21:00:00,-149.20645,9.888392,multiple,5
29,2012-02-03 21:00:00,-148.8732,25.331583,multiple,5
6,2012-02-03 21:00:00,-148.8732,25.331583,compute,5
21,2012-02-03 21:00:00,-148.8732,25.331583,file server,5
7,2012-02-03 21:00:00,-148.8732,25.331583,email,5
15,2012-02-03 21:00:00,-148.8732,25.331583,web,5
2,2012-02-03 21:00:00,-148.8732,25.331583,office,5
1,2012-02-03 21:00:00,-148.86859,28.082071,loan,5
1,2012-02-03 21:00:00,-148.73653,36.90018,email,5
1,2012-02-03 21:00:00,-148.7358,34.0341,web,5
1,2012-02-03 21:00:00,-148.49321,36.11339,email,5
1,2012-02-03 21:00:00,-148.49321,36.11339,office,5
1,2012-02-03 21:00:00,-148.39862,35.39598,office,5
1,2012-02-03 21:00:00,-148.31659,42.188927,multiple,5
1,2012-02-03 21:00:00,-148.26465,43.43319,web,5
1,2012-02-03 21:00:00,-148.13506,23.237787,multiple,5
1,2012-02-03 21:00:00,-147.73581,32.923687,teller,5
1,2012-02-03 21:00:00,-147.56477,32.530365,office,5
1,2012-02-03 21:00:00,-147.5201,18.129383,office,5
1,2012-02-03 21:00:00,-147.48132,27.98037,office,5
1,2012-02-03 21:00:00,-147.09946,41.797226,teller,5
1,2012-02-03 21:00:00,-146.62555,36.895588,multiple,5
2,2012-02-03 21:00:00,-146.59946,34.20152,office,5
1,2012-02-03 21:00:00,-146.303,19.756067,multiple,5
1,2012-02-03 21:00:00,-146.303,19.756067,compute,5
1,2012-02-03 21:00:00,-146.16203,30.592012,multiple,5
1,2012-02-03 21:00:00,-145.76692,37.828068,office,5
1,2012-02-03 21:00:00,-145.76692,37.828068,loan,5
1,2012-02-03 21:00:00,-145.39781,33.48512,office,5
1,2012-02-03 21:00:00,-145.2443,42.506226,teller,5
1,2012-02-03 21:00:00,-145.24355,22.423613,loan,5
1,2012-02-03 21:00:00,-145.04677,27.328009,multiple,5
14,2012-02-03 21:00:00,-144.79274,36.03496,multiple,5
79,2012-02-03 21:00:00,-144.79274,36.03496,compute,5
28,2012-02-03 21:00:00,-144.79274,36.03496,file server,5
5,2012-02-03 21:00:00,-144.79274,36.03496,email,5
4,2012-02-03 21:00:00,-144.79274,36.03496,web,5
1,2012-02-03 21:00:00,-144.72559,25.92679,web,5
1,2012-02-03 21:00:00,-144.5196,22.787737,multiple,5
1,2012-02-03 21:00:00,-144.4468,27.683079,office,5
1,2012-02-03 21:00:00,-144.42232,21.837303,office,5
1,2012-02-03 21:00:00,-144.06683,35.673737,teller,5
1,2012-02-03 21:00:00,-144.03471,22.94079,email,5
1,2012-02-03 21:00:00,-144.00874,46.2382,atm,5
1,2012-02-03 21:00:00,-143.90994,38.503147,loan,5
1,2012-02-03 21:00:00,-143.8568,25.153082,atm,5
1,2012-02-03 21:00:00,-143.7932,44.44773,teller,5
1,2012-02-03 21:00:00,-143.77087,47.04208,compute,5
1,2012-02-03 21:00:00,-143.66522,31.849854,web,5
1,2012-02-03 21:00:00,-143.63255,47.78333,office,5
1,2012-02-03 21:00:00,-143.5056,44.19494,teller,5
1,2012-02-03 21:00:00,-143.19438,19.137197,atm,5
2,2012-02-03 21:00:00,-143.19438,19.137197,office,5
1,2012-02-03 21:00:00,-143.16513,39.433414,office,5
1,2012-02-03 21:00:00,-143.12245,20.681404,multiple,5
1,2012-02-03 21:00:00,-143.03445,27.058043,office,5
1,2012-02-03 21:00:00,-142.9506,50.451653,multiple,5
1,2012-02-03 21:00:00,-142.7582,24.910929,loan,5
1,2012-02-03 21:00:00,-142.74577,38.697796,web,5
1,2012-02-03 21:00:00,-142.74577,38.697796,loan,5
1,2012-02-03 21:00:00,-142.66545,18.556173,multiple,5
1,2012-02-03 21:00:00,-142.66331,44.159145,office,5
1,2012-02-03 21:00:00,-142.43097,19.274118,office,5
1,2012-02-03 21:00:00,-142.29091,47.090282,loan,5
1,2012-02-03 21:00:00,-142.2767,41.660755,office,5
1,2012-02-03 21:00:00,-142.24336,53.255196,loan,5
1,2012-02-03 21:00:00,-142.19388,23.2891,atm,5
1,2012-02-03 21:00:00,-142.1913,52.506603,office,5
1,2012-02-03 21:00:00,-142.14558,42.671577,file server,5
1,2012-02-03 21:00:00,-142.06668,37.238605,multiple,5
2,2012-02-03 21:00:00,-141.93486,41.362175,teller,5
1,2012-02-03 21:00:00,-141.86801,52.063683,atm,5
1,2012-02-03 21:00:00,-141.85025,47.701202,multiple,5
1,2012-02-03 21:00:00,-141.72156,46.06853,file server,5
1,2012-02-03 21:00:00,-141.17438,50.90857,multiple,5
1,2012-02-03 21:00:00,-140.9268,50.574036,office,5
1,2012-02-03 21:00:00,-140.91498,52.88973,office,5
1,2012-02-03 21:00:00,-140.89899,54.757603,web,5
1,2012-02-03 21:00:00,-140.78297,50.83114,web,5
1,2012-02-03 21:00:00,-140.7336,36.621292,loan,5
1,2012-02-03 21:00:00,-140.499,39.69962,file server,5
1,2012-02-03 21:00:00,-140.20251,53.125618,atm,5
1,2012-02-03 21:00:00,-140.20251,53.125618,multiple,5
1,2012-02-03 21:00:00,-139.90825,33.085747,file server,5
1,2012-02-03 21:00:00,-139.82362,47.037304,teller,5
1,2012-02-03 21:00:00,-139.65874,26.989298,atm,5
1,2012-02-03 21:00:00,-139.5853,39.836952,file server,5
1,2012-02-03 21:00:00,-139.54286,39.71374,office,5
2,2012-02-03 21:00:00,-139.43141,29.691236,multiple,5
1,2012-02-03 21:00:00,-139.38354,51.077248,multiple,5
1,2012-02-03 21:00:00,-139.07866,33.931347,file server,5
1,2012-02-03 21:00:00,-138.73615,53.587097,file server,5
1,2012-02-03 21:00:00,-138.73615,53.587097,loan,5
1,2012-02-03 21:00:00,-138.65324,37.85851,atm,5
1,2012-02-03 21:00:00,-138.58698,52.677513,atm,5
1,2012-02-03 21:00:00,-138.14142,-0.91273093,atm,5
1,2012-02-03 21:00:00,-138.08408,54.00307,multiple,5
1,2012-02-03 21:00:00,-138.08408,54.00307,teller,5
1,2012-02-03 21:00:00,-138.04744,39.467007,multiple,5
1,2012-02-03 21:00:00,-138.04744,39.467007,web,5
1,2012-02-03 21:00:00,-138.01465,51.9599,file server,5
1,2012-02-03 21:00:00,-138.01465,51.9599,email,5
1,2012-02-03 21:00:00,-138.01465,51.9599,office,5
1,2012-02-03 21:00:00,-137.93709,35.19553,file server,5
1,2012-02-03 21:00:00,-137.93709,35.19553,office,5
29,2012-02-03 21:00:00,-137.75,41.201653,multiple,5
3,2012-02-03 21:00:00,-137.75,41.201653,compute,5
11,2012-02-03 21:00:00,-137.75,41.201653,file server,5
11,2012-02-03 21:00:00,-137.75,41.201653,email,5
24,2012-02-03 21:00:00,-137.75,41.201653,web,5
3,2012-02-03 21:00:00,-137.75,41.201653,office,5
1,2012-02-03 21:00:00,-137.69528,37.443443,web,5
1,2012-02-03 21:00:00,-137.68506,32.72344,web,5
1,2012-02-03 21:00:00,-137.66402,46.84425,office,5
1,2012-02-03 21:00:00,-137.62488,13.299477,office,5
1,2012-02-03 21:00:00,-137.62236,51.33403,office,5
1,2012-02-03 21:00:00,-137.605,-4.0888176,atm,5
1,2012-02-03 21:00:00,-137.5902,0.33918715,office,5
1,2012-02-03 21:00:00,-137.53181,42.680378,office,5
1,2012-02-03 21:00:00,-137.4905,52.40868,office,5
1,2012-02-03 21:00:00,-137.31322,41.83269,web,5
1,2012-02-03 21:00:00,-137.21872,8.948319,email,5
1,2012-02-03 21:00:00,-137.12935,0.28586406,multiple,5
1,2012-02-03 21:00:00,-137.03534,33.07254,office,5
1,2012-02-03 21:00:00,-137.02657,29.092482,loan,5
1,2012-02-03 21:00:00,-136.79189,44.928844,loan,5
1,2012-02-03 21:00:00,-136.74634,14.339053,multiple,5
1,2012-02-03 21:00:00,-136.70042,51.028637,multiple,5
1,2012-02-03 21:00:00,-136.54276,33.67327,atm,5
1,2012-02-03 21:00:00,-136.5004,41.564793,web,5
1,2012-02-03 21:00:00,-136.36037,13.01909,teller,5
1,2012-02-03 21:00:00,-136.30339,-1.0267035,web,5
1,2012-02-03 21:00:00,-136.23581,43.91582,office,5
1,2012-02-03 21:00:00,-136.09395,42.91718,web,5
1,2012-02-03 21:00:00,-136.0792,-0.24566217,email,5
2,2012-02-03 21:00:00,-136.0792,-0.24566217,office,5
1,2012-02-03 21:00:00,-135.98264,1.5892204,multiple,5
1,2012-02-03 21:00:00,-135.89265,33.06769,office,5
1,2012-02-03 21:00:00,-135.86182,42.259083,multiple,5
1,2012-02-03 21:00:00,-135.65419,-5.951071,loan,5
1,2012-02-03 21:00:00,-135.65419,-5.951071,teller,5
1,2012-02-03 21:00:00,-135.65385,40.8696,atm,5
1,2012-02-03 21:00:00,-135.42126,13.999028,office,5
1,2012-02-03 21:00:00,-135.42126,13.999028,teller,5
1,2012-02-03 21:00:00,-135.41722,52.764317,loan,5
1,2012-02-03 21:00:00,-135.34142,38.60058,multiple,5
1,2012-02-03 21:00:00,-135.30124,9.489083,office,5
1,2012-02-03 21:00:00,-135.27438,30.717045,office,5
1,2012-02-03 21:00:00,-135.27438,30.717045,loan,5
1,2012-02-03 21:00:00,-135.14136,7.4316773,atm,5
2,2012-02-03 21:00:00,-135.07664,14.234567,teller,5
1,2012-02-03 21:00:00,-134.96117,11.208869,loan,5
1,2012-02-03 21:00:00,-134.92992,20.89453,office,5
1,2012-02-03 21:00:00,-134.91833,-12.161462,multiple,5
2,2012-02-03 21:00:00,-134.87097,30.217304,teller,5
1,2012-02-03 21:00:00,-134.75417,36.408024,file server,5
1,2012-02-03 21:00:00,-134.75348,47.25767,teller,5
1,2012-02-03 21:00:00,-134.70062,21.058302,office,5
1,2012-02-03 21:00:00,-134.65828,-12.3344555,loan,5
1,2012-02-03 21:00:00,-134.606,23.92598,office,5
1,2012-02-03 21:00:00,-134.44516,51.326168,loan,5
1,2012-02-03 21:00:00,-134.39261,46.5151,web,5
1,2012-02-03 21:00:00,-134.37323,-12.9522505,atm,5
1,2012-02-03 21:00:00,-134.37323,-12.9522505,teller,5
1,2012-02-03 21:00:00,-134.29895,28.8356,loan,5
2,2012-02-03 21:00:00,-134.23515,19.290314,multiple,5
1,2012-02-03 21:00:00,-134.19606,-12.725248,office,5
1,2012-02-03 21:00:00,-134.08676,20.418274,teller,5
1,2012-02-03 21:00:00,-134.06131,21.313734,office,5
1,2012-02-03 21:00:00,-134.06,-0.3161695,office,5
1,2012-02-03 21:00:00,-134.02884,18.211166,multiple,5
1,2012-02-03 21:00:00,-134.00403,38.232155,web,5
1,2012-02-03 21:00:00,-133.94801,37.225853,office,5
1,2012-02-03 21:00:00,-133.79034,5.9610043,office,5
1,2012-02-03 21:00:00,-133.77646,21.948984,compute,5
1,2012-02-03 21:00:00,-133.76749,5.4200563,web,5
1,2012-02-03 21:00:00,-133.6931,23.872316,atm,5
1,2012-02-03 21:00:00,-133.5678,-11.795025,atm,5
1,2012-02-03 21:00:00,-133.56496,5.37282,loan,5
1,2012-02-03 21:00:00,-133.50021,-7.0704703,multiple,5
1,2012-02-03 21:00:00,-133.422,5.4566174,web,5
1,2012-02-03 21:00:00,-133.30789,5.227756,atm,5
1,2012-02-03 21:00:00,-133.27333,33.587524,web,5
1,2012-02-03 21:00:00,-133.27333,33.587524,office,5
1,2012-02-03 21:00:00,-133.23798,35.46649,web,5
1,2012-02-03 21:00:00,-133.23273,5.053565,loan,5
1,2012-02-03 21:00:00,-133.23273,5.053565,teller,5
1,2012-02-03 21:00:00,-133.22171,36.662792,office,5
1,2012-02-03 21:00:00,-133.18617,5.927195,web,5
1,2012-02-03 21:00:00,-133.18617,5.927195,teller,5
1,2012-02-03 21:00:00,-133.18071,23.66833,atm,5
1,2012-02-03 21:00:00,-133.16776,-0.8942651,loan,5
1,2012-02-03 21:00:00,-133.14673,-12.0709915,office,5
1,2012-02-03 21:00:00,-133.02675,-14.441178,multiple,5
1,2012-02-03 21:00:00,-133.02086,42.217392,multiple,5
1,2012-02-03 21:00:00,-132.98773,-8.530922,atm,5
1,2012-02-03 21:00:00,-132.88431,5.5202274,teller,5
1,2012-02-03 21:00:00,-132.85373,-5.9491277,teller,5
2,2012-02-03 21:00:00,-132.81819,-14.632779,web,5
1,2012-02-03 21:00:00,-132.81161,5.4950137,office,5
1,2012-02-03 21:00:00,-132.80316,47.287346,email,5
1,2012-02-03 21:00:00,-132.80316,47.287346,teller,5
1,2012-02-03 21:00:00,-132.78677,4.1977887,multiple,5
1,2012-02-03 21:00:00,-132.74614,5.629846,teller,5
1,2012-02-03 21:00:00,-132.73817,-12.844335,teller,5
1,2012-02-03 21:00:00,-132.67409,38.54274,multiple,5
1,2012-02-03 21:00:00,-132.60883,44.030125,multiple,5
1,2012-02-03 21:00:00,-132.60883,44.030125,office,5
1,2012-02-03 21:00:00,-132.60574,4.6020293,loan,5
1,2012-02-03 21:00:00,-132.58394,23.877823,loan,5
1,2012-02-03 21:00:00,-132.5777,5.436167,office,5
1,2012-02-03 21:00:00,-132.45348,4.567854,loan,5
1,2012-02-03 21:00:00,-132.439,-0.57566255,loan,5
1,2012-02-03 21:00:00,-132.43765,39.48085,multiple,5
1,2012-02-03 21:00:00,-132.42099,-0.6139019,loan,5
1,2012-02-03 21:00:00,-132.3398,-5.049313,teller,5
1,2012-02-03 21:00:00,-132.33878,39.64631,loan,5
1,2012-02-03 21:00:00,-132.32118,5.801075,atm,5
1,2012-02-03 21:00:00,-132.20848,26.379894,office,5
1,2012-02-03 21:00:00,-132.2035,25.741512,file server,5
1,2012-02-03 21:00:00,-132.17952,-12.306434,office,5
1,2012-02-03 21:00:00,-132.17952,-12.306434,teller,5
1,2012-02-03 21:00:00,-132.15588,47.000145,file server,5
1,2012-02-03 21:00:00,-132.15572,4.4721417,teller,5
1,2012-02-03 21:00:00,-132.13333,36.222378,loan,5
1,2012-02-03 21:00:00,-132.08049,19.14018,multiple,5
1,2012-02-03 21:00:00,-132.02753,-2.1932194,file server,5
1,2012-02-03 21:00:00,-132.02115,45.520363,teller,5
1,2012-02-03 21:00:00,-132.01646,19.22101,multiple,5
1,2012-02-03 21:00:00,-131.99962,14.667905,loan,5
1,2012-02-03 21:00:00,-131.85406,44.869434,loan,5
1,2012-02-03 21:00:00,-131.64207,39.49432,office,5
1,2012-02-03 21:00:00,-131.61226,13.408303,atm,5
1,2012-02-03 21:00:00,-131.49173,37.310974,office,5
1,2012-02-03 21:00:00,-131.42058,8.501138,file server,5
1,2012-02-03 21:00:00,-131.4144,45.625256,atm,5
1,2012-02-03 21:00:00,-131.4144,45.625256,web,5
1,2012-02-03 21:00:00,-131.4144,45.625256,office,5
1,2012-02-03 21:00:00,-131.40674,1.8451966,loan,5
1,2012-02-03 21:00:00,-131.36884,36.301586,multiple,5
1,2012-02-03 21:00:00,-131.36884,36.301586,teller,5
1,2012-02-03 21:00:00,-131.13937,11.26127,loan,5
1,2012-02-03 21:00:00,-131.0808,35.444794,atm,5
1,2012-02-03 21:00:00,-130.91286,37.662575,loan,5
2,2012-02-03 21:00:00,-130.88615,43.674294,multiple,5
1,2012-02-03 21:00:00,-130.7855,9.397875,teller,5
1,2012-02-03 21:00:00,-130.60738,45.683506,teller,5
1,2012-02-03 21:00:00,-130.48079,-2.837092,loan,5
1,2012-02-03 21:00:00,-130.46967,11.0178,email,5
1,2012-02-03 21:00:00,-130.41206,36.668922,multiple,5
1,2012-02-03 21:00:00,-130.41206,36.668922,email,5
1,2012-02-03 21:00:00,-130.37901,9.949429,office,5
1,2012-02-03 21:00:00,-130.352,15.163393,teller,5
1,2012-02-03 21:00:00,-130.14886,37.824703,atm,5
2,2012-02-03 21:00:00,-130.12622,30.766335,multiple,5
1,2012-02-03 21:00:00,-129.98633,11.866104,office,5
1,2012-02-03 21:00:00,-129.94295,27.673668,office,5
1,2012-02-03 21:00:00,-129.19452,-5.595678,office,5
1,2012-02-03 21:00:00,-128.95435,11.756813,teller,5
1,2012-02-03 21:00:00,-128.8476,11.986487,office,5
1,2012-02-03 21:00:00,-128.8476,11.986487,teller,5
1,2012-02-03 21:00:00,-127.95576,-5.8543453,teller,5
1,2012-02-03 21:00:00,-127.911446,13.252209,web,5
1,2012-02-03 21:00:00,-127.911446,13.252209,office,5
1,2012-02-03 21:00:00,-127.8981,0.91639024,file server,5
1,2012-02-03 21:00:00,-127.83775,16.381828,atm,5
1,2012-02-03 21:00:00,-127.76018,-1.7032526,multiple,5
1,2012-02-03 21:00:00,-127.55577,13.76418,loan,5
1,2012-02-03 21:00:00,-127.48334,-2.3540924,office,5
1,2012-02-03 21:00:00,-127.47703,12.633543,file server,5
1,2012-02-03 21:00:00,-127.367584,11.130787,office,5
1,2012-02-03 21:00:00,-127.18754,13.021288,office,5
1,2012-02-03 21:00:00,-127.183174,-10.740404,loan,5
1,2012-02-03 21:00:00,-127.07917,13.199096,multiple,5
1,2012-02-03 21:00:00,-126.8874,9.442751,email,5
1,2012-02-03 21:00:00,-126.80706,-7.4973288,multiple,5
1,2012-02-03 21:00:00,-126.79016,-14.002565,file server,5
1,2012-02-03 21:00:00,-126.679054,17.72329,teller,5
1,2012-02-03 21:00:00,-126.67487,-12.952888,loan,5
1,2012-02-03 21:00:00,-126.62804,16.877779,office,5
1,2012-02-03 21:00:00,-126.33822,-7.0078707,office,5
1,2012-02-03 21:00:00,-126.22336,-10.723102,email,5
1,2012-02-03 21:00:00,-126.13647,9.763326,loan,5
1,2012-02-03 21:00:00,-126.11349,43.74718,atm,5
2,2012-02-03 21:00:00,-126.00671,13.668017,office,5
1,2012-02-03 21:00:00,-125.97958,3.30028,loan,5
1,2012-02-03 21:00:00,-125.96845,-5.4034967,multiple,5
2,2012-02-03 21:00:00,-125.85187,48.778522,teller,5
1,2012-02-03 21:00:00,-125.7339,20.38089,file server,5
1,2012-02-03 21:00:00,-125.57404,12.3597355,multiple,5
1,2012-02-03 21:00:00,-125.37111,8.339219,atm,5
1,2012-02-03 21:00:00,-125.332275,4.587878,atm,5
2,2012-02-03 21:00:00,-125.273445,17.432043,office,5
1,2012-02-03 21:00:00,-125.19443,34.67238,teller,5
1,2012-02-03 21:00:00,-124.973816,4.941736,office,5
1,2012-02-03 21:00:00,-124.86741,17.983639,office,5
1,2012-02-03 21:00:00,-124.86398,3.948982,web,5
1,2012-02-03 21:00:00,-124.84001,3.2372816,file server,5
1,2012-02-03 21:00:00,-124.775024,35.82577,teller,5
1,2012-02-03 21:00:00,-124.768936,35.40021,compute,5
1,2012-02-03 21:00:00,-124.74092,9.358564,atm,5
1,2012-02-03 21:00:00,-124.72819,9.897648,loan,5
1,2012-02-03 21:00:00,-124.61338,16.873222,atm,5
1,2012-02-03 21:00:00,-124.61338,16.873222,file server,5
1,2012-02-03 21:00:00,-124.59866,9.269865,atm,5
1,2012-02-03 21:00:00,-124.52443,40.988983,atm,5
1,2012-02-03 21:00:00,-124.419945,-11.525032,multiple,5
1,2012-02-03 21:00:00,-124.419945,-11.525032,teller,5
1,2012-02-03 21:00:00,-124.3686,-5.7655826,web,5
1,2012-02-03 21:00:00,-124.30604,16.63879,web,5
1,2012-02-03 21:00:00,-124.2646,16.176046,email,5
1,2012-02-03 21:00:00,-124.21068,5.933294,office,5
1,2012-02-03 21:00:00,-124.14373,17.389332,office,5
1,2012-02-03 21:00:00,-124.06672,5.3935323,loan,5
1,2012-02-03 21:00:00,-124.06454,5.670974,email,5
1,2012-02-03 21:00:00,-123.97394,21.777376,office,5
1,2012-02-03 21:00:00,-123.87175,56.02183,atm,5
1,2012-02-03 21:00:00,-123.65295,63.853825,office,5
1,2012-02-03 21:00:00,-123.551895,7.6576567,loan,5
1,2012-02-03 21:00:00,-123.53727,-9.403224,office,5
1,2012-02-03 21:00:00,-123.48816,-1.3296562,multiple,5
1,2012-02-03 21:00:00,-123.474815,-0.96067846,multiple,5
1,2012-02-03 21:00:00,-123.454765,6.4386635,file server,5
1,2012-02-03 21:00:00,-123.42291,50.34119,web,5
1,2012-02-03 21:00:00,-123.42291,50.34119,loan,5
25,2012-02-03 21:00:00,-123.36988,-6.6936483,multiple,5
2,2012-02-03 21:00:00,-123.36988,-6.6936483,compute,5
13,2012-02-03 21:00:00,-123.36988,-6.6936483,file server,5
5,2012-02-03 21:00:00,-123.36988,-6.6936483,email,5
15,2012-02-03 21:00:00,-123.36988,-6.6936483,web,5
1,2012-02-03 21:00:00,-123.36988,-6.6936483,office,5
1,2012-02-03 21:00:00,-123.36988,-6.6936483,teller,5
1,2012-02-03 21:00:00,-123.308914,-10.881108,file server,5
1,2012-02-03 21:00:00,-123.3085,48.3945,web,5
1,2012-02-03 21:00:00,-123.1191,8.116372,compute,5
1,2012-02-03 21:00:00,-122.984085,-10.858417,web,5
1,2012-02-03 21:00:00,-122.96206,32.93673,office,5
1,2012-02-03 21:00:00,-122.871376,29.001606,office,5
1,2012-02-03 21:00:00,-122.803986,4.1796665,atm,5
1,2012-02-03 21:00:00,-122.65169,59.11931,multiple,5
1,2012-02-03 21:00:00,-122.57302,6.9402866,web,5
13,2012-02-03 21:00:00,-122.5633,-14.542416,multiple,5
86,2012-02-03 21:00:00,-122.5633,-14.542416,compute,5
31,2012-02-03 21:00:00,-122.5633,-14.542416,file server,5
3,2012-02-03 21:00:00,-122.5633,-14.542416,email,5
5,2012-02-03 21:00:00,-122.5633,-14.542416,web,5
1,2012-02-03 21:00:00,-122.50214,5.7739563,teller,5
1,2012-02-03 21:00:00,-122.41824,5.967544,loan,5
1,2012-02-03 21:00:00,-122.41824,5.967544,teller,5
1,2012-02-03 21:00:00,-122.41739,-1.7080529,loan,5
1,2012-02-03 21:00:00,-122.13115,26.734907,office,5
1,2012-02-03 21:00:00,-121.858665,16.38812,office,5
1,2012-02-03 21:00:00,-121.67819,16.549004,loan,5
1,2012-02-03 21:00:00,-121.65022,32.409836,loan,5
1,2012-02-03 21:00:00,-121.50567,62.147984,atm,5
1,2012-02-03 21:00:00,-121.50276,6.809844,office,5
1,2012-02-03 21:00:00,-121.386185,40.761204,office,5
1,2012-02-03 21:00:00,-121.3752,-12.725751,office,5
1,2012-02-03 21:00:00,-121.174805,45.69304,teller,5
1,2012-02-03 21:00:00,-120.85235,-4.0273113,compute,5
1,2012-02-03 21:00:00,-120.656296,-9.029605,office,5
1,2012-02-03 21:00:00,-120.62431,-1.4122889,web,5
3,2012-02-03 21:00:00,-120.33697,17.802996,office,5
1,2012-02-03 21:00:00,-119.59327,16.051672,teller,5
1,2012-02-03 21:00:00,-119.38739,-1.6842605,loan,5
1,2012-02-03 21:00:00,-119.23919,-3.3900652,office,5
1,2012-02-03 21:00:00,-119.18022,16.464804,atm,5
1,2012-02-03 21:00:00,-119.11672,16.110893,loan,5
1,2012-02-03 21:00:00,-119.06178,-6.2905807,office,5
1,2012-02-03 21:00:00,-119.00496,58.76957,multiple,5
1,2012-02-03 21:00:00,-118.94169,-0.884544,office,5
1,2012-02-03 21:00:00,-118.80294,-10.247392,office,5
1,2012-02-03 21:00:00,-118.594246,26.123169,office,5
1,2012-02-03 21:00:00,-118.57762,22.96665,loan,5
1,2012-02-03 21:00:00,-118.45891,28.894617,office,5
1,2012-02-03 21:00:00,-118.42643,-4.218306,file server,5
1,2012-02-03 21:00:00,-118.424965,53.860832,atm,5
1,2012-02-03 21:00:00,-118.36979,29.611801,loan,5
1,2012-02-03 21:00:00,-118.34243,-9.921805,multiple,5
1,2012-02-03 21:00:00,-118.277115,-6.2794356,web,5
1,2012-02-03 21:00:00,-118.21452,36.410824,file server,5
1,2012-02-03 21:00:00,-118.15223,34.776604,office,5
1,2012-02-03 21:00:00,-118.13142,-3.2098114,compute,5
1,2012-02-03 21:00:00,-118.10181,23.124798,web,5
1,2012-02-03 21:00:00,-118.10181,23.124798,teller,5
